,Animal ID,ARN,Animal Name,Animal Type,Species,Primary Breed,Secondary Breed,Distinguishing Markings,Gender,Altered,Danger,Danger Reason,Date Of Birth,Age in Months Intake,Age Group,Intake Asilomar Status,Intake Condition,Intake Record Owner,Intake Date,Intake Type,Intake Subtype,Found Address,Found Zip Code,Reason,Intake SiteName,Jurisdiction In,Agency Name,Agency Member,Agency Member Phone,Agency Address,Intake Person ID,Intake Person ID Type,Intake Person  ,Admitter,Street Number,Street Name,Street Type,Street Direction,Street Direction2,Unit Number,City,Province,Postal Code,Admitter s Email,Admitter s Home Phone,Admitter s Cell Phone,Initial Stage,Initial Review Date,Age in Months Current,Microchip Issue Date,Microchip Provider,Microchip Number,Pet ID,Pet ID Type,Status,Stage,Location,Sublocation,Outcome Asilomar Status,Outcome Number,Released By,Date Created,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome SiteName,Jurisdiction Out,Outcome Reason,Outcome Person #,Outcome Person ID Type,Outcome Person  ,Outcome Person Name,Out Street Address,Out Street Name,Out Street Type,Out Street Direction,Out Street Direction2,Out Unit Number,Out City,Out Province,Out Postal Code,Out Email,Out Home Phone,Out Cell Phone,Outcome Agency Name,Agency Street Number,Agency Street Name,Agency Street Type,Agency Street Direction,Agency Street Direction 2,Agency Unit Number,Agency City,Agency Province,Agency Postal Code,Agency Email,Agency Home Phone,Agency Cell Number,,
1493,A39601227,NA,Cori,Dog,Dog,Terrier,Mix,,M,Yes,No,NA,3/3/2016,30,2 to 4 years,Unassigned,Healthy,Shafeeq al-Saleem,9/6/2018 16:35,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Tam Tovar-Jimenez,(715) 377-3700,111 W  Hunting Park Avenue  ,,,P05766300,Zachary Ortega,111,Coldstream,,W ,,,PHILADELPHIA,PA,19115,,(411) 141-1400,,Evaluate,,34,9/29/2018 0:00,24PetWatch,222125000000000,NA,NA,I,Released,Released,NA,Unassigned,1140,"el-Shareef, Najeeb",10/14/2018 15:47,10/14/2018 15:46,10/14/2018 15:46,Adoption,Grant Avenue,Grant Avenue,,,22220700000000,Driver License,P31578223,Solomon Munilla-Allen,47,Autumn,Terrace,E ,,,BARRINGTON,NJ,19119,vzygnhesto@fbanrpzwt.hkr,(161) 815-1688,,,,,,,NA,NA,,,NA,,NA,NA,,
1494,A40245224,NA,Floyd,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,3/7/2016,32,1 to 2 years,,Sick,Cindy Mcknight,11/26/2018 18:11,Transfer In,Partner Transfer In,,19140,Rescue,Grant Avenue,,ACCT Philly,Antonio Iritani,(331) 131-1300,111 W  Hunting Park Avenue  ,,,P05766300,Emily Stanley,444,54th,,W ,,,PHILADELPHIA,PA,19103,,(377) 364-3600,,New Arrival,,34,12/7/2016 0:00,24PetWatch,382000000000000,NA,NA,I,Released,Released,NA,,553,"el-Raad, Irfaan",12/24/2018 12:13,12/24/2018 12:12,12/24/2018 12:12,Adoption,Grant Avenue,Grant Avenue,,,12111421,Driver License,P32047316,Amru al-Masood,2225,Glenhope,Road,,,,PHILADELPHIA,PA,19056,hoqr@utkjsfmc.smf,(353) 455-5553,,,,,,,NA,NA,,,NA,,NA,NA,,
1495,A33374849,NA,Mylia,Dog,Dog,"Collie, Smooth","Terrier, Pit Bull",,F,Yes,No,NA,1/31/2016,35,6 months to 1 year,Treatable-Rehabilitatable,Healthy,Grant Green,1/7/2019 17:33,Return,Returned Adoption,,19115,Behavior Issues,Grant Avenue,,,,,,44404444,Driver License,P26223588,Hasnaa al-Naqvi,4313,Preston,Boulevard,,,,PHILADELPHIA,PA,19121,wr@jbgfri.dbl,(545) 805-5505,,Foster Program,,35,9/9/2016 0:00,24PetWatch,111000000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2185,"Her, Robyn",1/17/2019 13:12,1/17/2019 13:10,1/17/2019 13:10,Adoption,Foster Home,Grant Avenue,,,61606616,Driver License,P26223588,Haileigh Parker,2222,Parrish,Terrace,,,,PHILADELPHIA,PA,19428,exvhrwso@vkdulyx.tnc,(662) 602-6606,,,,,,,NA,NA,,,NA,,NA,NA,,
1496,A37541058,NA,Sassy,Cat,Cat,Domestic Longhair,Mix,,F,Yes,No,NA,2/13/2016,22,2 to 4 years,Treatable-Rehabilitatable,Sick,Andrew Haley,1/5/2018 15:18,Transfer In,Partner Transfer In,,19106,Rescue,Grant Avenue,,ACCT Philly,Cymone Ford,(775) 255-2500,111 W  Hunting Park Avenue  ,,,P05766300,Ryan Montelongo Declay,111,Florence,,W ,,,PHILADELPHIA,PA,19153,,(757) 211-2100,,New Arrival,,35,2/13/2018 0:00,24PetWatch,836366000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2095,"Moland, Taylor",2/13/2018 18:28,2/13/2018 18:27,2/13/2018 18:27,Adoption,Grant Avenue,Grant Avenue,,,23 293 399,Driver License,P29907882,Shaahir el-Yamin,444,Sears,Terrace,,,,PHILADELPHIA,PA,19468,mifywgq@cadexyj.ams,(333) 333-3338,,,,,,,NA,NA,,,NA,,NA,NA,,
1497,A37689505,NA,Secret Service Sven Smithers,Cat,Cat,Domestic Longhair,Mix,,M,Yes,No,NA,1/25/2016,24,1 to 2 years,,Healthy,Mubeena al-Mahfouz,1/25/2018 11:23,Stray,Public Drop Off,TNR - Temple,19122,,Grays Ferry Avenue,19122—Yorktown,,,,,,,P09557124,Mawhiba el-Ramin,2020,crown,Lane,,,6F,PHILADELPHIA,PA,18017,,(352) 605-6225,,New Arrival,,35,1/25/2018 0:00,24PetWatch,353135000000000,NA,NA,I,Released,Released,NA,,1540,"Carter, John",2/16/2018 18:04,2/16/2018 17:59,2/16/2018 17:59,Adoption,Grant Avenue,Grant Avenue,,,31430033,Driver License,P29921609,Riley Garcia,7704,League,,,,,PHILADELPHIA,PA,7003,wcyxdljhr@lqh.jaf,(105) 655-1515,(660) 366-6333,,,,,,NA,NA,,,NA,,NA,NA,,
1498,A37689833,NA,Mama Baskets fka Delphine FKA Cece,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/25/2016,24,1 to 2 years,,Healthy,Rosa Ramos,1/25/2018 11:48,Owner/Guardian Surrender,In Person Surrender to Shelter,,19122,Other Pet In Home Aggressive,Grays Ferry Avenue,,,,,,,,P29771538,Stephanie Vu,3515,Longshore,Alley,N ,,,PHILADELPHIA,PA,19145,twlb@bmstdo.zir,(922) 779-7792,,New Arrival,,35,1/25/2018 0:00,24PetWatch,551515000000000,NA,NA,I,Released,Released,NA,,1541,"al-Tariq, Hameeda",3/24/2018 13:17,3/24/2018 13:16,3/24/2018 13:16,Adoption,Grant Avenue,Grant Avenue,,,24304204,Driver License,P30172116,Isaiah Corral Perez,88818,Fanshawe,Drive,,,,PHILADELPHIA,PA,8830,bydm@ht.wta,(377) 376-6730,,,,,,,NA,NA,,,NA,,NA,NA,,
1499,A37705151,NA,Ricky Ricardo,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/26/2016,24,1 to 2 years,Healthy,Healthy,Sooraj Gowda,1/26/2018 18:41,Stray,Public Drop Off,5123 Baltimore Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Oksanna Dinh,1632,Yocum,Drive,,,,PHILADELPHIA,PA,19141,vah@uzja.qvo,(112) 281-0882,,Available,,35,1/31/2018 0:00,24PetWatch,463333000000000,NA,NA,I,Released,Released,NA,Healthy,2741,"Dowd, Alaina",2/25/2018 15:00,2/25/2018 14:59,2/25/2018 14:59,Adoption,PAC,PAWS Offsite Adoptions,,,B02282202212902,Driver License,P29988106,Paul Brutout,100,Charette,Place,,,A-1,MARLTON,NJ,12590,oaih@b.szv,(613) 333-1313,(642) 640-2044,,,,,,NA,NA,,,NA,,NA,NA,,
1500,A37709042,NA,Rosie Rae,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/27/2016,24,6 months to 1 year,Healthy,Healthy,Justin Cowley,1/27/2018 14:03,Stray,Public Drop Off,52nd & Springfield Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Abdul Rauf el-Minhas,1715,Markle,Walk,,,,PHILADELPHIA,PA,19122,cs@f.piy,(411) 344-0713,,Available,,35,1/31/2018 0:00,24PetWatch,515551000000000,NA,NA,I,Released,Released,NA,Healthy,2742,"Mattice, Nicholas",2/24/2018 14:00,2/24/2018 13:59,2/24/2018 13:59,Adoption,PAC,PAWS Offsite Adoptions,,,27673670,Driver License,P29981912,Wasmaaa al-Shaheen,477,Leverington,,S ,,,PHILADELPHIA,PA,19121,sa@jkmuyqig.lwc,,(315) 336-1063,,,,,,NA,NA,,,NA,,NA,NA,,
1501,A37718141,NA,Big Twig,Cat,Cat,Domestic Medium Hair,Mix,,M,Yes,No,NA,1/29/2016,24,2 to 4 years,Healthy,Healthy,Colin Makarov,1/29/2018 12:44,Stray,Project Meow,5901 Woodland Avenue,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Elise Taylor,8831,Powelton,Crossing,,,,PHILADELPHIA,PA,8096,odeyc@xjqetiluna.slr,(115) 111-0111,,Available,,35,2/6/2018 0:00,24PetWatch,788588000000000,NA,NA,I,Released,Released,NA,Healthy,511,"Miles, Nicole",2/10/2018 14:33,2/10/2018 14:32,2/10/2018 14:32,Adoption,Grant Avenue,Grant Avenue,,,33670777,Driver License,P29886387,Mahdeeya el-Mattar,1088,Creekside,Road,,,,PHILADELPHIA,PA,8244,,(262) 466-2213,,,,,,,NA,NA,,,NA,,NA,NA,,
1502,A37721790,NA,Elsa Bartram,Cat,Cat,Siamese,Mix,,F,Yes,No,NA,1/29/2016,24,2 to 4 years,Healthy,Healthy,Briana Vaughn,1/29/2018 16:28,Stray,Project Meow,56th & Lindbergh Blvd,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Jade Dia,6622,Dewey,Walk,,,,PHILADELPHIA,PA,8057,fdc@gmpseiyj.zae,(122) 211-0112,,Available,,35,3/22/2018 0:00,24PetWatch,452525000000000,NA,NA,I,Released,Released,NA,Healthy,700,"Petrarca, Mareno",5/31/2018 16:00,5/31/2018 15:59,5/31/2018 15:59,Adoption,Foster Home,PAWS Foster Program,,,1344131,Driver License,P30617915,Dominic Jones,232,Conlyn,Alley,,,,SMYRNA,DE,19801,ilvhc@efm.rkh,(449) 339-4949,,,,,,,NA,NA,,,NA,,NA,NA,,
1503,A37724916,NA,Judy Funnie,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/30/2016,24,2 to 4 years,Healthy,Healthy,Christopher Gomez Rodriguez,1/30/2018 10:18,Stray,Project Meow,5021 Catharine St,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Shahida Jalilfar,1471,Ardmore,Circle,,,,PHILADELPHIA,PA,19074,v@lnaczxw.cbw,(832) 138-0711,,Available,,35,1/30/2018 0:00,24PetWatch,0A441C441A,NA,NA,I,Released,Released,NA,Healthy,689,"al-Hamidi, Rabi",6/27/2018 9:44,6/27/2018 9:43,6/27/2018 9:43,Adoption,Foster Home,PAWS Foster Program,,,B40022422222,Driver License,P30814024,Tanishia Padilla,955,strahle,Place,S ,,,PHILADELPHIA,PA,8007,xesad@q.bta,(204) 820-3330,,,,,,,NA,NA,,,NA,,NA,NA,,
1504,A37725080,NA,Doughnut aka Floyd,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/30/2016,24,2 to 4 years,Healthy,Healthy,Gerardo Valdez,1/30/2018 10:31,Stray,Project Meow,5021 Upland Street,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Elijah Corbett,3933,Kerper,Crossing,,,,PHILADELPHIA,PA,19124,delmgycw@qmubwpa.dum,(571) 495-0594,,Available,,35,2/6/2018 0:00,24PetWatch,172727000000000,NA,NA,I,Released,Released,NA,Healthy,3557,"el-Abraham, Umair",2/22/2018 13:50,2/22/2018 13:49,2/22/2018 13:49,Adoption,Special Event Offsite,Kawaii Kitty Cafe,,,S60655660,Driver License,P29966331,Michael Beahan,772,Budd,Road,,,202,PHILADELPHIA,PA,11221,vzhrsnfgxb@apheiqfd.lqs,,(867) 766-6333,,,,,,NA,NA,,,NA,,NA,NA,,
1505,A37725144,NA,Lou Grey,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/30/2016,24,2 to 4 years,Healthy,Healthy,Matthew Gese,1/30/2018 10:38,Stray,Project Meow,5021 Upland Street,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Taitum Odum,2441,Hartel,Park,,,,PHILADELPHIA,PA,8619,dgl@pyu.exp,(314) 343-0323,,Available,,35,1/30/2018 0:00,24PetWatch,111616000000000,NA,NA,I,Released,Released,NA,Healthy,2735,"Stroup, Marny",2/14/2018 17:18,2/14/2018 17:17,2/14/2018 17:17,Adoption,PAC,PAWS Offsite Adoptions,,,17727752,Driver License,P29914381,Jeremy Lucernoni,505,Barnard,Pike,N ,,5,PHILADELPHIA,PA,18960,rzxvaqkdb@v.mkq,(265) 555-2228,,,,,,,NA,NA,,,NA,,NA,NA,,
1506,A37725855,NA,Flo Florence Fisher: Fly Fishing Fan,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,1/30/2016,24,1 to 2 years,,Healthy,Destini Gonzalez,1/30/2018 11:24,Stray,Public Drop Off,Stray,19146,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P29805541,Urian Burcher,2222,Warren,Boulevard,,,,PHILADELPHIA,PA,19153,,(422) 272-3723,,New Arrival,,35,1/31/2018 0:00,24PetWatch,161611000000000,NA,NA,I,Released,Released,NA,,3076,"Long, Brandy",5/30/2018 11:06,5/30/2018 11:06,5/30/2018 11:06,Adoption,Foster Home,PAWS Offsite Adoptions,,,66064444,Driver License,P30606425,Malachi Gurule,3525,Algard,Crossing,,,,PHILADELPHIA,PA,19428,rt@betuydji.glt,(555) 551-8802,,,,,,,NA,NA,,,NA,,NA,NA,,
1507,A37725995,NA,Bug fka Fergel Francis: Biscuit Maker,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/30/2016,24,1 to 2 years,,Healthy,Joseph Chambers,1/30/2018 11:35,Stray,Public Drop Off,Found on neighbor's porch,19144,,Grays Ferry Avenue,19144—Germantown,,,,,,,P29805681,Matthew Lott,646,Allengrove,Boulevard,E ,,,PHILADELPHIA,PA,19144,,(651) 101-5556,,New Arrival,,35,1/30/2018 0:00,24PetWatch,232222000000000,NA,NA,I,Released,Released,NA,,3077,"Choe, James",3/3/2018 16:42,3/3/2018 16:41,3/3/2018 16:41,Adoption,PAC,PAWS Offsite Adoptions,,,44044244,Driver License,P30033418,Britni Holman,5405,Brandywine,Terrace,,S ,,PHILADELPHIA,PA,19319,vxcufg@pcr.ktz,,(332) 333-3230,,,,,,NA,NA,,,NA,,NA,NA,,
1508,A37735298,NA,Chris Long,Cat,Cat,Domestic Longhair,Mix,,M,Yes,No,NA,1/31/2016,24,2 to 4 years,,Healthy,Cory Arapkiles,1/31/2018 11:15,Stray,Public Drop Off,Abandoned in house,19106,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,35,1/31/2018 0:00,24PetWatch,942129000000000,NA,NA,I,Released,Released,NA,,2727,"Pogue, Genesis",2/9/2018 17:18,2/9/2018 17:17,2/9/2018 17:17,Adoption,PAC,PAWS Offsite Adoptions,,,P05515555105555,Driver License,P29881266,Pranaya Yoshida,1005,Comly,Crossing,,,444,PHILADELPHIA,PA,19129,wsipu@nlsapt.yzb,(311) 111-1001,,,,,,,NA,NA,,,NA,,NA,NA,,
1509,A37749614,NA,Lovely,Dog,Dog,"Chihuahua, Short Coat",Mix,,F,Yes,No,NA,2/1/2016,24,2 to 4 years,,Healthy,Cole Baines,2/1/2018 15:22,Owner/Guardian Surrender,In Person Surrender to Shelter,,19126,No Home,Grays Ferry Avenue,,,,,,22123131,Other,P29823317,Noel Porras Baquera,6166,Eastwood,Avenue,,,,PHILADELPHIA,PA,19132,,(111) 111-7710,,Evaluate,,35,2/14/2018 0:00,24PetWatch,616366000000000,NA,NA,I,Released,Released,NA,,3068,"Lawson, Jaquon",3/5/2018 16:57,3/5/2018 16:56,3/5/2018 16:56,Adoption,PAC,PAWS Offsite Adoptions,,,22222202,Driver License,P30044753,Thomas White,443,Halderman,Street,,,,PHILADELPHIA,PA,17901,pscez@ovjbqw.saj,,(272) 200-7072,,,,,,NA,NA,,,NA,,NA,NA,,
1510,A37763649,NA,Madam Mimi,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/3/2016,24,2 to 4 years,Healthy,Healthy,Seher Swanson,2/3/2018 12:08,Stray,Project Meow,413 S 44th St,19104,,PAWS Foster Program,19104—University City,,,,,,,P17439062,Talawnna Adams,4111,Bill Smith,Lane,,,,PHILADELPHIA,PA,19031,pwgota@iqneh.cuh,(314) 343-0673,,Available,,35,2/23/2018 0:00,24PetWatch,514000000000000,NA,NA,I,Released,Released,NA,Healthy,692,"Williams, Jeanora",4/25/2018 14:39,4/25/2018 14:38,4/25/2018 14:38,Adoption,Foster Home,PAWS Foster Program,,,D00555105,Driver License,P30380855,Uniquial Morrow,200,red lion,Park,,,2301,PHILADELPHIA,PA,19006,hnkdoprz@gwrnmlbey.suk,(102) 211-1771,,,,,,,NA,NA,,,NA,,NA,NA,,
1511,A37812606,NA,Anastasia,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/9/2016,24,1 to 2 years,Healthy,Healthy,Cyrus Nolte,2/9/2018 15:24,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Fateen el-Khalifa,(615) 302-2600,125  County House Road  ,,,P24537561,Shakoya Connolley,,,,,,,,,NA,dwxcrgjsy@slgt.fvx,,,New Arrival,,35,3/8/2018 0:00,24PetWatch,888888000000000,NA,NA,I,Released,Released,NA,Healthy,1528,"Duarte, Cinthia",3/11/2018 15:19,3/11/2018 15:18,3/11/2018 15:18,Adoption,Grant Avenue,Grant Avenue,,,27222736,Driver License,P30086351,Max Gray,170,Mt.Vernon,Parkway,,,,WYNCOTE,PA,8065,urg@cghewsai.vxb,(763) 770-7033,,,,,,,NA,NA,,,NA,,NA,NA,,
1512,A37817416,NA,Betty Boop,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,2/10/2016,24,2 to 4 years,Healthy,Healthy,Zeth Tsinnijinnie,2/10/2018 12:30,Stray,Project Meow,7401 Holstein Ave,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Steven Lee,4843,Powelton,Way,,,,PHILADELPHIA,PA,19139,grclonduek@psi.pqh,(165) 111-0631,,Available,,35,2/12/2018 0:00,EIDAP/AKC Reunite,233000000000000,NA,NA,I,Released,Released,NA,Healthy,2714,"Vargas, David",2/22/2018 18:19,2/22/2018 18:18,2/22/2018 18:18,Adoption,PAC,PAWS Offsite Adoptions,,,34535544,Driver License,P29969938,Benton Cabral-Hollowhorn,330,Gross,Parkway,S ,,702,PHILADELPHIA,PA,17053,,(746) 376-6477,,,,,,,NA,NA,,,NA,,NA,NA,,
1513,A37824163,NA,Black Magic,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/11/2016,24,1 to 2 years,Healthy,Healthy,Taylor Phan,2/11/2018 21:49,Stray,Project Meow,58th & Washington Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Dante Chavez Alvarado,4443,Hagert,Trail,,,,PHILADELPHIA,PA,19122,hw@nq.sic,(411) 424-0724,,Available,,35,5/31/2018 0:00,24PetWatch,841114000000000,NA,NA,I,Released,Released,NA,Healthy,3572,"Nelsen, Madison",12/4/2018 15:52,12/4/2018 15:51,12/4/2018 15:51,Transfer Out,Partner Transfer Out,PAWS Foster Program,19104—University City,Community Cat,,,P05689334,,,,,,,,,,NA,,,,Project MEOW,po Box 320,,,,NA,NA,,PA,19146,info@projectmeow.org,2679125517,NA,,
1514,A37832405,NA,Willowbe,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/12/2016,24,1 to 2 years,Healthy,Healthy,Matrice Weah,2/12/2018 21:54,Stray,Project Meow,54th & Willows,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Neulyn Gurule,1311,64th,Street,,,,PHILADELPHIA,PA,19027,jhpwn@hrkwxqup.kps,(111) 181-0181,,Available,,35,4/6/2018 0:00,24PetWatch,711616000000000,NA,NA,I,Released,Released,NA,Healthy,2276,"Portillo, Simone",4/22/2018 11:27,4/22/2018 11:25,4/22/2018 11:25,Adoption,PAC,PAC,,,540125152,Government ID,P30359889,Emilio Goldman,5,Barnard,Avenue,W ,,Apt #5,OAKLYN,NJ,19123,wmrfzavpj@cvegzimt.qgk,(305) 550-5555,,,,,,,NA,NA,,,NA,,NA,NA,,
1515,A37835980,NA,Paulie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/13/2016,31,2 to 4 years,Healthy,Healthy,Duane Tchenawou,9/15/2018 11:40,Return,Returned Adoption,,19132,Allergic to Animal,PAC,,,,,,24060244,Driver License,P29981166,Alan Shuck,3132,welsh,Square,N ,,,PHILADELPHIA,PA,19121,ykg@pus.vot,(212) 222-7202,,Available,,35,2/14/2018 0:00,24PetWatch,774000000000000,NA,NA,I,Released,Released,NA,Healthy,3472,"Dominguez, Bianca",9/15/2018 12:34,9/15/2018 12:33,9/15/2018 12:33,Adoption,PAC,PAC,,,F1708142,Driver License,P31379666,Tawfeeqa el-Ali,3004,Gravers,Trail,S ,,,PHILADELPHIA,PA,19333,tq@dqacygosix.bwo,(373) 372-2702,,,,,,,NA,NA,,,NA,,NA,NA,,
1516,A37835980,NA,Paulie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/13/2016,24,2 to 4 years,Healthy,Healthy,Ghuzaila el-Radi,2/13/2018 12:49,Owner/Guardian Surrender,In Person Surrender to Shelter,,19139,Landlord Issues,PAWS Offsite Adoptions,19139—West Market W,,,,,12021021,Government ID,P29902919,Fawzaana al-Khalaf,6086,Rowland,Lane,,,,PHILADELPHIA,PA,19083,k@yoascd.qxr,(454) 437-4407,,New Arrival,,35,2/14/2018 0:00,24PetWatch,788000000000000,NA,NA,I,Released,Released,NA,Healthy,3058,"Peerman, Corey",2/24/2018 13:13,2/24/2018 13:12,2/24/2018 13:12,Adoption,PAC,PAWS Offsite Adoptions,,,22020225,Driver License,P29981166,Edward Mercado,5556,Mountain,Avenue,N ,,,PHILADELPHIA,PA,19134,jqfwybte@xzt.bmv,(333) 777-7307,,,,,,,NA,NA,,,NA,,NA,NA,,
1517,A37835995,NA,Buddha,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/13/2016,28,2 to 4 years,Healthy,Healthy,Kaldurion Jaeger,7/12/2018 18:07,Return,Returned Adoption,,19132,Allergic to Animal,PAC,,,,,,22010222,Driver License,P29981166,Jonathan Macmillan,2721,62nd,Crossing,N ,,,PHILADELPHIA,PA,19154,svhq@ay.uyg,(272) 222-7202,,Available,,35,2/14/2018 0:00,24PetWatch,992001000000000,NA,NA,I,Released,Released,NA,Healthy,1898,"Coleman, Trevon",10/6/2018 15:01,10/6/2018 15:00,10/6/2018 15:00,Adoption,Foster Home,PAWS Foster Program,,,51153210,Driver License,P31525343,William Nguyen,3043,2,Terrace,,,7D,PHILADELPHIA,PA,19380,h@sednl.xpz,(215) 262-6666,,,,,,,NA,NA,,,NA,,NA,NA,,
1518,A37835995,NA,Buddha,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/13/2016,24,2 to 4 years,Healthy,Healthy,Samantha Slechter,2/13/2018 12:49,Owner/Guardian Surrender,In Person Surrender to Shelter,,19139,Landlord Issues,PAWS Offsite Adoptions,19139—West Market W,,,,,12033021,Government ID,P29902919,Jaad al-Abbas,1021,Nandina,Boulevard,,,,PHILADELPHIA,PA,19111,ljhz@n.zvy,(442) 212-2402,,New Arrival,,35,2/14/2018 0:00,24PetWatch,934001000000000,NA,NA,I,Released,Released,NA,Healthy,3049,"Porras, Michael",2/24/2018 13:13,2/24/2018 13:12,2/24/2018 13:12,Adoption,PAC,PAWS Offsite Adoptions,,,25060256,Driver License,P29981166,Braxton Strock,7774,Grande,Circle,N ,,,PHILADELPHIA,PA,8003,uqzy@nqkgxo.hgu,(155) 133-6503,,,,,,,NA,NA,,,NA,,NA,NA,,
1519,A37841815,NA,"Timber Styles, Purramedic In Training",Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/13/2016,24,2 to 4 years,Healthy,Healthy,Chandler Ridge,2/13/2018 20:57,Stray,Project Meow,5036 Willows Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Brendan James,6676,Whalers,Lane,,,,PHILADELPHIA,PA,19144,rsxmckyvq@upyx.apf,(442) 444-0224,,Available,,35,2/15/2018 0:00,24PetWatch,922224000000000,NA,NA,I,Released,Released,NA,Healthy,2707,"el-Saladin, Nawaar",3/31/2018 15:38,3/31/2018 15:37,3/31/2018 15:37,Adoption,PAC,PAWS Offsite Adoptions,,,22755523,Driver License,P30220354,Josiah White,7442,Bowman,Terrace,,,,PHILADELPHIA,PA,19703,cn@buiej.muj,,(550) 555-5550,,,,,,NA,NA,,,NA,,NA,NA,,
1520,A37853043,NA,Rigatoni Kitten,Cat,Cat,Domestic Longhair,Mix,,M,Yes,No,NA,2/15/2016,24,2 to 4 years,Healthy,Healthy,Ashlee Matheson,2/15/2018 11:41,Stray,Project Meow,5742 Reedland Street,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Allie Bailey,1177,Zachary,Crossing,,,,PHILADELPHIA,PA,19124,pxq@jgqsv.qjw,(361) 163-0661,,Available,,35,2/15/2018 0:00,24PetWatch,176666000000000,NA,NA,I,Released,Released,NA,Healthy,683,"Kachmar, Dylan",5/31/2018 13:25,5/31/2018 13:24,5/31/2018 13:24,Adoption,Foster Home,PAWS Foster Program,19143—Kingsessing SW,,PA,Driver License,P30615609,Arturo Marquez-Meza,2212,Fillmore,Square,S ,,,PHILADELPHIA,PA,33166,bmvn@r.sdx,(111) 101-1113,,,,,,,NA,NA,,,NA,,NA,NA,,
1521,A37856650,NA,Shilo,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/8/2016,24,2 to 4 years,Healthy,Sick,Haajid el-Hakeem,2/15/2018 15:22,Transfer In,Partner Transfer In,,8080,Rescue,Grant Avenue,,Camden County Animal Shelter,Marissa Garza,(535) 303-3300,125  County House Road  ,,,P24537561,Luis Nava,,,,,,,,,NA,rhild@ucifeb.ifs,,,New Arrival,,35,2/22/2018 0:00,24PetWatch,555000000000000,NA,NA,I,Released,Released,NA,Healthy,1507,"White, Destinee",2/22/2018 16:53,2/22/2018 16:51,2/22/2018 16:51,Adoption,Grant Avenue,Grant Avenue,,,90220932,Driver License,P29947547,Jordan Jennings-Curry,4621,Saint Vincent,Way,,,,PHILADELPHIA,PA,19087,uv@juigynm.uyd,,(525) 155-5125,,,,,,NA,NA,,,NA,,NA,NA,,
